Italy,0.005855362810199615,1.665951746725791e-10,0.11744671216872492,0.2758077435626466,0.02560239300309485,0.14367137486311993,137.03365452160318,3.962091462170605
United States,0.0015019238584403683,7.811127493241436e-05,0.6717813169686102,0.17675742183620646,0.009991594971576444,0.7432060929970163,32.143296517733674,1.4281669205780054
United Kingdom,0.03220337916004912,4.598985330751858e-07,0.3831513907863243,0.31315974782621625,0.03952844495290707,0.43823364530987285,11.402290312105949,0.8564208863321129
Canada,1.7133211695630368e-07,3.5522350965642043e-06,1.524158831431337,0.13677781250410376,0.009520204201099999,1.9482362927333314,148.70215343901452,1.121596519392006
Mexico,0.00071071643454855,9.796697806088708e-07,0.0059385552406840715,0.019405475289476323,0.01022887850532355,0.027773886873869252,707.1410136185905,4.433464655123213
Israel,1.7184492805030467e-07,0.0016704826897118372,0.44669551453823186,0.016566937610985943,0.0038039350678503907,0.5464256171687358,43.37492014475342,1.8452755383261885
Russia,0.0009058339476119452,4.5263122824934505e-06,1.6857346922661764,0.024459490662358637,0.007973026550107978,1.72341536900191,201.52152754935088,4.892023253814935
South Africa,6.779470284754553e-06,0.0001885936472760826,0.49421210389865,0.0002982474784773907,0.010580177809233135,0.6277300157620982,155.5124095522924,1.7179443973276154
Australia,0.00054981943007635,0.0006164434220123473,-1.4996561347633177,0.00039951540292095477,0.03490202999819497,-1.5536519245431504,1165.868085912552,2.8531001812307997
turkey,0.0015545327361269862,0.011793810471209469,0.7157540327577214,0.0027729622824048793,0.020992712306848536,0.8743346419530997,138.95311024045844,20.676363175751916
